3m,1m,otherNonCurrrentAssets,otherCurrentLiabilities,cashflowFromInvestment,cashflowFromFinancing,retainedEarnings,shortTermDebt,netIncomeFromContinuingOperations,operatingCashflow,totalCurrentLiabilities,totalShareholderEquity
0.07091716013959438,0.10749872826835039,4276000000.0,52097000000.0,-10050000000.0,-15254000000.0,183782000000.0,0.0,18936000000.0,25539000000.0,61782000000.0,244567000000.0
0.09490169097260615,0.10350603450747209,4298000000.0,46281000000.0,-9074000000.0,-15991000000.0,176939000000.0,0.0,18525000000.0,21890000000.0,55741000000.0,237565000000.0
0.18388670170471078,0.14107984407423935,4167000000.0,46074000000.0,-5383000000.0,-13606000000.0,170580000000.0,0.0,17930000000.0,19289000000.0,55453000000.0,230013000000.0
0.1768075588825999,0.0426328281906152,3953000000.0,47008000000.0,-7281000000.0,-9270000000.0,163401000000.0,0.0,15227000000.0,22677000000.0,56834000000.0,222544000000.0
0.19585152838427966,0.10269514192139728,3274000000.0,39972000000.0,-15197000000.0,546000000.0,155567000000.0,0.0,11247000000.0,17003000000.0,48200000000.0,212920000000.0
0.03353196290680871,0.049293043263636704,2731000000.0,2061000000.0,-8448000000.0,-7498000000.0,151681000000.0,0.0,6959000000.0,13993000000.0,43658000000.0,207322000000.0
0.22040535307026965,0.15899995696888847,2748000000.0,1938000000.0,-1847000000.0,-8186000000.0,151068000000.0,0.0,6836000000.0,11451000000.0,40189000000.0,203659000000.0
-0.13247821769611545,0.06972577068665586,2342000000.0,1908000000.0,-4703000000.0,-7326000000.0,152122000000.0,0.0,10671000000.0,14427000000.0,45221000000.0,201442000000.0
0.09683574364937675,0.03084003472165331,2225000000.0,1679000000.0,-8945000000.0,-6954000000.0,147125000000.0,0.0,7068000000.0,15466000000.0,39224000000.0,194969000000.0
0.12776135943849298,0.125046176579239,2461000000.0,1717000000.0,-10455000000.0,-4746000000.0,145346000000.0,0.0,9947000000.0,12627000000.0,37000000000.0,192192000000.0
-0.07994799853852108,0.0187528146215874,2547000000.0,1667000000.0,-5388000000.0,-4183000000.0,138720000000.0,0.0,6657000000.0,12000000000.0,34910000000.0,183472000000.0
0.1262536365028326,0.07744794059102755,2693000000.0,1784000000.0,-6876000000.0,-2746000000.0,134885000000.0,0.0,8948000000.0,12987000000.0,34620000000.0,177628000000.0
-0.13430758524704234,-0.09651390131557147,2838000000.0,1752000000.0,-10408000000.0,-3478000000.0,128405000000.0,0.0,9192000000.0,13210000000.0,31301000000.0,169840000000.0
0.06897864841169321,0.08681444221078816,3052000000.0,1714000000.0,-3374000000.0,-4937000000.0,121282000000.0,0.0,3195000000.0,10132000000.0,29903000000.0,162000000000.0
0.08875368802668882,-0.01789536610293696,2004000000.0,1596000000.0,-7846000000.0,-2018000000.0,120008000000.0,1300000000.0,9401000000.0,11642000000.0,25394000000.0,160825000000.0
-0.015435731915701578,0.1222897284981963,2672000000.0,1432000000.0,-6974000000.0,-3178000000.0,113247000000.0,0.0,-3083000000.0,10268000000.0,24183000000.0,152502000000.0
0.08183050568952077,0.060921003984718336,2683000000.0,1269000000.0,-14404000000.0,-706000000.0,118237000000.0,3964000000.0,6701000000.0,9872000000.0,20693000000.0,157100000000.0
0.04737113845624319,0.017016607865071975,2011000000.0,1226000000.0,-7172000000.0,-2740000000.0,111505000000.0,3955000000.0,3511000000.0,7403000000.0,18685000000.0,148286000000.0
0.0965793819297005,0.0904930408115121,1607000000.0,1148000000.0,-2851000000.0,-1674000000.0,109420000000.0,485210526.31578946,5377000000.0,9548000000.0,15256000000.0,144949000000.0
0.06984667802385003,0.03500536311439206,1819000000.0,1099000000.0,-4702000000.0,-892000000.0,105131000000.0,0.0,5542000000.0,9413000000.0,16756000000.0,139036000000.0
0.09035734761491325,0.02660241580011191,29227000000.0,41546000000.0,-14828000000.0,-2776000000.0,71592000000.0,4025785714.285714,3156000000.0,7313000000.0,123994000000.0,120564000000.0
-0.04509092600344167,-0.032722315241151545,27273000000.0,41007000000.0,-22080000000.0,15643000000.0,68436000000.0,4025785714.285714,7778000000.0,12715000000.0,117792000000.0,114803000000.0
0.1118523115110146,0.12066268486916965,25660000000.0,40939000000.0,-8666000000.0,-3476000000.0,60658000000.0,4025785714.285714,8107000000.0,4213000000.0,115404000000.0,103320000000.0
-0.050001074631631615,-0.01557601790643337,22778000000.0,44138000000.0,-17037000000.0,-1816000000.0,52551000000.0,59000000.0,7199000000.0,30431000000.0,126385000000.0,93404000000.0
0.03436306066255268,-0.03575409768382809,20150000000.0,34327000000.0,-15876000000.0,-4105000000.0,45329000000.0,4025785714.285714,6331000000.0,11964000000.0,101912000000.0,82775000000.0
0.14133216375116886,0.14711362104087966,17601000000.0,8997000000.0,-17804000000.0,7408000000.0,38998000000.0,4025785714.285714,5243000000.0,20606000000.0,93896000000.0,73728000000.0
0.41498266417742036,0.26890014976509446,16456000000.0,8864000000.0,-8894000000.0,-2591000000.0,33755000000.0,4025785714.285714,2535000000.0,3064000000.0,79711000000.0,65272000000.0
0.05513464369209453,0.08706381504892202,16314000000.0,8190000000.0,-3536000000.0,-3571000000.0,31220000000.0,1307000000.0,3267000000.0,19659000000.0,87812000000.0,62060000000.0
0.06447914926465081,0.023474719311485037,14535000000.0,7381000000.0,-5074000000.0,-1960000000.0,27952000000.0,2841000000.0,2134000000.0,7892000000.0,72136000000.0,56508000000.0
-0.0832897662162091,-0.014179116300438888,13462000000.0,7475000000.0,-7549000000.0,-2158000000.0,25818000000.0,1636000000.0,2625000000.0,9118000000.0,69678000000.0,53061000000.0
0.0633890214797137,0.08185876737329778,12783000000.0,7298000000.0,-8123000000.0,-2377000000.0,23193000000.0,1608000000.0,3561000000.0,1846000000.0,63695000000.0,48410000000.0
