1m,reportedEPS,totalNonCurrentAssets,totalCurrentAssets,otherNonCurrentLiabilities,cashflowFromFinancing
-0.005065622841353923,0.20512820512820507,0.07164161298019556,0.040963196059652374,0.007231018576237425,-1.0654810024252224
0.07766024298282348,0.032258064516129004,0.02114986372143668,-0.03825222499459713,0.005736014436710457,-0.41338854382332646
-0.03418175135532486,0.7192982456140351,-0.0006874713553601808,0.009813599674815654,0.0,-3.9103343465045595
0.07698294046570675,-0.12,-0.0852344332707492,0.12420179214732552,0.011960969468051585,-1.9707839166907724
0.0737646216280734,0.18453473132372222,-0.10220247249567094,0.0,0.20932780900709594,1.0
0.16198704103671702,-0.23220102373196838,-0.011031059326415904,0.133841687747966,0.20932780900709594,-1.33037206438561
0.0015831134564643357,-0.12818392325504468,0.021324464442922908,0.06408210992167152,0.20932780900709594,0.7406173662003108
0.0620155038759691,0.15384615384615374,-0.027490738935465053,0.033372025536854366,10.333333333333334,0.09963099630996308
0.1463682247092386,-0.36111111111111105,0.017442161940128376,-0.04792535217297045,-0.013223202533595102,0.251490301284951
0.05883542256368779,0.3308692676249143,-0.2859080221018717,-0.3704236468754316,-0.4611228564716937,0.0
0.02570694087403602,0.019599303135888535,-0.25745283738916946,0.09239196591600729,-0.46232596232596235,-0.7763016927362332
-0.07975945561006492,0.9009009009009006,-0.04064460038502138,0.2549608408067199,0.06679764243614938,-5.718535469107551
-0.17072207539718698,0.0,0.0,0.0,0.0,0.0
-0.08481127785356979,0.0,0.10143241871901965,-0.24830629091944212,0.20932780900709594,-0.4904967404278763
0.023463162834350015,0.20069204152249132,-9.843165562040124e-05,-0.17760126121756004,0.07108239095315017,4.478912839737582
0.023209454649010253,0.22567816228408621,0.003791714242626698,-0.17810538898296646,-0.2857142857142857,-2.273957158962796
0.03122820612165822,-0.03902439024390236,-0.006740812282815423,-0.0246005848201043,0.005973295853829885,0.8375035950532068
0.019685039370078705,-1.1181988742964353,-0.0458970003897754,-0.010464309758481227,0.20932780900709594,-1.969242100684463
0.022793087342363405,-0.3222222222222223,-0.6507953252088943,-0.8036122181941912,-0.7418259235442122,-0.5144254892122428
-0.0174563591022443,-1.2951572182694515,-0.016296067528394187,0.02806429161375723,0.20932780900709594,0.0
0.049865229110512166,-0.013986013986013957,0.006550649145653287,0.06371110196166985,0.045318442987780205,-0.6210415200562984
0.03672272797407805,0.7936507936507935,-0.001660611681661761,-0.23942036483009022,-0.006041931081360974,-3.956516433452652
